"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
combo-para-hacer-mariposas;"Combo Mariposas en Resina - Diseños Primaverales Únicos";"Combos > Combos iniciales, Combos > Combos para hacer dijes";;;;;;;28,000.00;26,000.00;0.20;1.00;1.00;1.00;0;"150g + molde mariposas + 3 escamas + 10 llaveros";;NO;NO;;"argentina, aros mariposa, buenos aires, combo, combo advance coat, combo emprendedor, combo resina, combo todo incluido, comprar combo resina argentina, comprar online argentina, dije, dijes, envio argentina, kit completo principiantes, kit emprendimiento, kit hobbistas, kit manualidades, kit para empezar, kit para regalar, kit resina epoxi, llaveros, mariposa, mariposa llavero, mariposas, mariposas resina, molde, molde de dijes, moldes silicona, primavera resina, resina epoxi, set resina epoxi, silicona";"Combo Mariposas en Resina | Advance Coat";;"Advance Coat";SI;;;;
luces-multicolor-para-resina-epoxi;"Luces Multicolor para Resina Epoxi";"Extras Para Resina";;;;;;;5,500.00;4,500.00;0.03;1.00;1.00;1.00;0;"luces led";;NO;NO;;"alambre, argentina, buenos aires, color, comprar online argentina, comprar resina online, donde comprar resina, envio argentina, extras para resina, led, luces, luces led, luz, resina advance coat, resina alta calidad, resina argentina, resina argentina envio, resina cristal, resina epoxi, resina epoxi cristal, resina manualidades argentina, resina para dijes, resina para emprender, resina para hacer accesorios, resina para llaveros, resina profesional, resina sin burbujas, resina transparente";"Luces Multicolor para Resina Epoxi | Advance Coat";"? Luces Multicolor para Resina Epoxi cristal sin burbujas. La elegida por +5000 emprendedoras. Envío gratis +$100K. 12 cuotas sin interés. ¡Comprá ahora!";"Advance Coat";SI;;;;
molde-bandeja-ovalada-grande;"Molde Silicona Bandeja Ovalada Grande - para Bandejas Decorativas";"Moldes de Silicona ";;;;;;;15,500.00;13,000.00;0.08;1.00;1.00;5.00;47;"bandeja ovalada grande";;SI;NO;;"apoya vasos resina, argentina, bandeja, bandeja artesanal, bandeja decorativa, bandeja resina, bandejita ovalada, buenos aires, comprar moldes argentina, comprar online argentina, envio argentina, jabonera, molde acabado brillante, molde alta calidad, molde duradero, molde flexible, molde manualidades, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, ovalada, silicona";"Molde Silicona Bandeja Ovalada Grande";"? Molde Silicona Bandeja Ovalada Grande de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá...";"Advance Coat";SI;;;;
molde-esfera-5-cm;"Molde Silicona Esfera 5 cm - Diseño Geométrico";"Moldes de Silicona ";;;;;;;6,500.00;;0.05;1.00;1.00;1.00;0;esfera;;NO;NO;;"argentina, bases para dijes, bola decorativa, buenos aires, circulo, collares, comprar moldes argentina, comprar online argentina, diamantes, dije, envio argentina, esfera, esfera resina, esfera vidrio, formas, molde acabado brillante, molde alta calidad, molde de dije, molde de esfera, molde duradero, molde flexible, molde llavero, molde manualidades, molde para llaveros, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina";"Molde Silicona Esfera 5 cm | Resina Epoxi | Advance Coat";"? Molde Silicona Esfera 5 cm de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-copo-de-nieve-grande;"Molde Silicona Copo de Nieve Grande - Edición Navideña";"Moldes de Silicona ";;;;;;;7,000.00;6,500.00;0.05;1.00;1.00;1.00;9;"copo de nieve grande";;SI;NO;;"adornos navidenos, arbol, arbol navidad, argentina, base, buenos aires, comprar moldes argentina, comprar online argentina, copo de nieve, copos nieve, envio argentina, esfera, formas, formas navidenas, foto, fotos, molde acabado brillante, molde alta calidad, molde duradero, molde flexible, molde manualidades, molde para llaveros, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, navidad, navidad resina";"Molde Silicona Copo de Nieve Grande";"? Molde Silicona Copo de Nieve Grande de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-copo-de-nieve-mediano;"Molde Silicona Copo de Nieve Mediano - Edición Navideña";"Moldes de Silicona ";;;;;;;6,500.00;6,000.00;0.05;1.00;1.00;1.00;1;"copo de nieve mediano";;SI;NO;;"adornos navidenos, arbol, arbol navidad, argentina, base, buenos aires, comprar moldes argentina, comprar online argentina, copo de nieve, copos nieve, envio argentina, esfera, formas, formas navidenas, foto, fotos, molde acabado brillante, molde alta calidad, molde duradero, molde flexible, molde manualidades, molde para llaveros, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, navidad, navidad resina";"Molde Silicona Copo de Nieve Mediano";"? Molde Silicona Copo de Nieve Mediano de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá ...";"Advance Coat";SI;;;;
molde-peine;"Molde Silicona Peine - Accesorio Original en Resina";"Moldes de Silicona ";;;;;;;6,500.00;;0.10;1.00;1.00;1.00;0;"molde peine";;NO;NO;;"argentina, buenos aires, comprar moldes argentina, comprar online argentina, envio argentina, molde acabado brillante, molde alta calidad, molde duradero, molde flexible, molde manualidades, molde peine, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, peine, silicona";"Molde Silicona Peine | Resina Epoxi | Advance Coat";"? Molde Silicona Peine de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
llaveros-argollas-para-resina-epoxi-10-unidades-dorados;"Llaveros Argollas Para Resina Epoxi 10 unidades Dorados";"Extras Para Resina";;;;;;;4,000.00;;0.02;1.00;1.00;1.00;14;"10 llaveros dorados";;SI;NO;;"arandela, argentina, argolla, argollas llavero, aros llaveros, buenos aires, como hacer llaveros, comprar online argentina, comprar resina online, donde comprar resina, dorado, enganches llaveros, envio argentina, kit llavero, llavero, llaveros, llaveros para vender, llaveros personalizados, llaveros resina, molde llaveros, resina advance coat, resina alta calidad, resina argentina, resina argentina envio, resina cristal, resina epoxi, resina epoxi cristal, resina manualidades argentina, resina para dijes, resina para emprender, resina para hacer accesorios, resina para llaveros, resina profesional, resina sin burbujas, resina transparente";"Llaveros Argollas Para Resina Epoxi 10 unidades Dorados";"? Llaveros Argollas Para Resina Epoxi 10 unidades Dorados cristal sin burbujas. La elegida por +5000 emprendedoras. Envío gratis +$100K. 12 cuotas sin interé...";"Advance Coat";SI;;;;
molde-6-patitas;"Molde Silicona 6 Patitas - para Amantes de Mascotas";"Moldes de Silicona ";;;;;;;6,000.00;;0.08;1.00;1.00;1.00;0;"molde 6 patitas";;NO;NO;;"6 patitas, argentina, brillante, buenos aires, comprar moldes argentina, comprar online argentina, dije de patita, envio argentina, formas, garra, huellitas resina, mascotas resina, molde acabado brillante, molde alta calidad, molde de patitas, molde de perrito, molde de perro, molde duradero, molde flexible, molde garra, molde manualidades, molde para llaveros, molde patitas, molde perrito, molde perro, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, moldes para emprender, moldes para vender, moldes resina, moldes silicona argentina, patitas resina";"Molde Silicona 6 Patitas | Resina Epoxi | Advance Coat";"? Molde Silicona 6 Patitas de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-copo-de-nieve-triple;"Molde Silicona Copo de Nieve Triple - Edición Navideña";"Moldes de Silicona ";;;;;;;7,000.00;6,500.00;0.08;1.00;1.00;1.00;0;"copo de nieve triple";;NO;NO;;"adornos navidenos, arbol, arbol navidad, argentina, base, buenos aires, comprar moldes argentina, comprar online argentina, copo de nieve, copos nieve, envio argentina, esfera, formas, formas navidenas, foto, fotos, molde acabado brillante, molde alta calidad, molde duradero, molde flexible, molde manualidades, molde para llaveros, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, navidad, navidad resina";"Molde Silicona Copo de Nieve Triple";"? Molde Silicona Copo de Nieve Triple de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-arbol-de-navidad;"Molde Silicona Árbol de Navidad - Edición Navideña";"Moldes de Silicona ";;;;;;;16,000.00;14,000.00;0.08;1.00;1.00;5.00;0;"arbol navidad";;NO;NO;;"adornos arbol navidad, adornos navidenos, arbol, arbol navidad, argentina, base, buenos aires, comprar moldes argentina, comprar online argentina, decoracion navidad, envio argentina, formas, formas navidenas, foto, fotos, molde acabado brillante, molde alta calidad, molde duradero, molde flexible, molde manualidades, molde para llaveros, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, navidad, navidad resina, regalos navidad";"Molde Silicona Árbol de Navidad";"? Molde Silicona Árbol de Navidad de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-formas-navidenas;"Molde Silicona Formas Navideñas - Edición Navideña";"Moldes de Silicona ";;;;;;;8,000.00;7,500.00;0.05;1.00;1.00;5.00;11;"formas navideñas";;SI;NO;;"adornos navidenos, arbol navidad, argentina, buenos aires, comprar moldes argentina, comprar online argentina, copo, copo de nieve, decoracion navidad, envio argentina, formas, formas navidenas, galletas, galletitas, molde acabado brillante, molde alta calidad, molde duradero, molde flexible, molde llavero, molde manualidades, molde para llaveros, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, navidad, navidad resina, regalos navidad";"Molde Silicona Formas Navideñas";"? Molde Silicona Formas Navideñas de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
glitters-pasteles-con-formas-para-resina-epoxi;"Glitters Pasteles con Formas - Tonos Suaves Para Resina";"Arma Tu Propia Funda  > Adornos - Charms, Extras Para Resina";Modelo;Letras;;;;;3,500.00;3,250.00;0.02;1.00;0.50;1.00;71;;;SI;NO;;"adorno, adornos, agregados para resina, argentina, brillantina resina, brillantina resina epoxi, buenos aires, charms, color, colores, comprar online argentina, corazon, corazones, decoracion brillante, decoraciones, envio argentina, escamas, escarcha resina, estrellas, extra, extras, extras para resina, funda, fundas, gilbre, glitter, glitter llaveros, glitter manualidades, glitter para llaveros, glitter resina, glitter tornasol, kit llavero, letras, letritas, purpurina resina";"Glitters Pasteles con Formas | Advance Coat";"? Glitters Pasteles con Formas: brillo profesional para resina. Pocas dosis, máximo efecto. Envío gratis +$100K. ¡Sumá magia a tus piezas!";"Advance Coat";SI;;;;
glitters-pasteles-con-formas-para-resina-epoxi;;;Modelo;Corazones;;;;;3,500.00;3,250.00;0.02;1.00;0.50;1.00;52;;;;;;;;;;;;;;
glitters-pasteles-con-formas-para-resina-epoxi;;;Modelo;Estrellas;;;;;3,500.00;3,250.00;0.02;1.00;0.50;1.00;37;;;;;;;;;;;;;;
glitters-pasteles-con-formas-para-resina-epoxi;;;Modelo;Ositos;;;;;3,500.00;3,250.00;0.02;1.00;0.50;1.00;73;;;;;;;;;;;;;;
glitters-pasteles-con-formas-para-resina-epoxi;;;Modelo;Caritas;;;;;3,500.00;3,250.00;0.02;1.00;0.50;1.00;33;;;;;;;;;;;;;;
glitters-pasteles-con-formas-para-resina-epoxi;;;Modelo;Mariposas;;;;;3,500.00;3,250.00;0.02;1.00;0.50;1.00;10;;;;;;;;;;;;;;
pinza-de-precision;"Pinza de Precisión - Trabajo Detallado en Resina";"Arma Tu Propia Funda  > Herramientas, Extras Para Resina";;;;;;;7,000.00;6,000.00;0.04;1.00;1.00;1.00;94;pinzas;;SI;NO;;"accesorios para emprender, accesorios resina, adorno, adornos, advance coat, agarrar, agarre, argentina, buenos aires, charms, colocador, colocar, comprar online argentina, elementos, envio argentina, extras para resina, flores, funda, fundas, glitter, herramientas profesionales, herramientas resina epoxi, insumos manualidades, molde pinzas, pinza, pinza manualidades, pinza precision, pinzas, pinzas resina, resina para accesorios, taladro electrico, utiles resina";"Pinza de Precisión | Advance Coat";;"Advance Coat";SI;;;;
glitter-de-goma-con-formas-para-resina-epoxi;"Glitter Goma con Formas - Decoración Premium Para Resina";"Arma Tu Propia Funda  > Adornos - Charms, Extras Para Resina";Modelo;Frutas;;;;;3,500.00;3,250.00;0.02;1.00;0.50;1.00;3;;;SI;NO;;"adorno, adornos, agregados para resina, argentina, brillantina resina, brillantina resina epoxi, buenos aires, charms, comprar online argentina, corazones, decoracion brillante, decoraciones, envio argentina, escamas, escarcha resina, estrellas, extra, extras, extras para resina, funda, fundas, gilbre, glitter, glitter llaveros, glitter manualidades, glitter para llaveros, glitter resina, glitter tornasol, kit llavero, letras, letritas, purpurina resina";"Glitter Goma con Formas | Advance Coat";"? Glitter Goma con Formas: brillo profesional para resina. Pocas dosis, máximo efecto. Envío gratis +$100K. ¡Sumá magia a tus piezas!";"Advance Coat";SI;;;;
glitter-de-goma-con-formas-para-resina-epoxi;;;Modelo;Flores;;;;;3,500.00;3,250.00;0.02;1.00;0.50;1.00;17;;;;;;;;;;;;;;
glitter-de-goma-con-formas-para-resina-epoxi;;;Modelo;Animales;;;;;3,500.00;3,250.00;0.02;1.00;0.50;1.00;18;;;;;;;;;;;;;;
combo-para-hacer-llaveros-de-letras;"Combo Llaveros con Letras - Crea Nombres Personalizados";"Combos > Combos iniciales, Combos > Combos para hacer dijes";;;;;;;45,000.00;38,500.00;0.35;1.00;1.00;1.00;4;"150g + letras chicas + 3 escamas + 3 glitter + 10 llaveros";;SI;NO;;"argentina, buenos aires, combo, combo advance coat, combo emprendedor, combo resina, combo todo incluido, como hacer llaveros, comprar combo resina argentina, comprar online argentina, envio argentina, kit completo principiantes, kit emprendimiento, kit hobbistas, kit manualidades, kit para empezar, kit para regalar, kit resina epoxi, letras, letras chicas, letras resina, llavero, llaveros, llaveros con nombres, llaveros para vender, llaveros personalizados, llaveros resina, molde, molde de letras, molde letras, molde llavero, molde llaveros, nombres personalizados, palabras resina, set resina epoxi";"Combo Llaveros con Letras | Advance Coat";;"Advance Coat";SI;;;;
curso-presecial-resina-epoxi-sena;"Curso Presecial Resina Epoxi (SEÑA)";"Cursos de Resina Epoxi";"Fecha ";"Jueves 24 de Octubre 11 a 14:30 hs";;;;;45,000.00;8,000.00;0.00;0.00;0.00;0.00;5;cursopresencial;;NO;NO;;"aprender resina, aprender resina desde cero, argentina, buenos aires, capacitacion resina, clases, clases resina, clases resina online, como hacer resina epoxi, comprar online argentina, curso, curso advance coat, curso de resina, curso inicial, curso online, curso online manualidades, curso para emprender, curso resina epoxi, curso resina online, envio argentina, taller, taller online, tutorial resina";"Curso Presecial Resina Epoxi (SEÑA) | Advance Coat";;"Advance Coat";NO;;;;
curso-presecial-resina-epoxi-sena;;;"Fecha ";"Viernes 1 de Noviembre 16 a 19:30 hs";;;;;45,000.00;8,000.00;0.00;0.00;0.00;0.00;5;cursopresencial;;;;;;;;;;;;;
plancha-de-dijes-mascota;"Molde Plancha de Dijes Mascota - Para Dijes Artesanales";"Moldes de Silicona ";;;;;;;8,000.00;7,500.00;0.10;7.50;13.00;0.80;9;"plancha dijes mascota";;SI;NO;;"amantes mascotas, animales, argentina, buenos aires, chapa de perro, chapita, chapita de hueso, chapita mascota, chapita mascotas, chapita triple, comprar moldes argentina, comprar online argentina, dije mascota, dijes artesanales, dijes mascota, dijes para collares, dijes para emprender, dijes resina epoxi, envio argentina, mascotas resina, molde acabado brillante, molde alta calidad, molde dijes, molde duradero, molde flexible, molde manualidades, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, moldes para emprender, moldes para vender, moldes resina, moldes silicona argentina, productos petshop";"Molde Plancha de Dijes Mascota | Resina Epoxi | Advance Coat";"? Molde Plancha de Dijes Mascota de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-reloj-romano1;"Molde Silicona Reloj Romano - para Relojes de Diseño";"Moldes de Silicona ";;;;;;;7,500.00;;0.05;5.00;1.00;1.00;0;"reloj romano";;NO;NO;;"argentina, buenos aires, comprar moldes argentina, comprar online argentina, envio argentina, hora, molde acabado brillante, molde alta calidad, molde de reloj, molde duradero, molde flexible, molde manualidades, molde profesional, molde reloj, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, numero, numeros, numeros romanos, reloj, reloj artesanal, reloj decorativo, reloj hora, reloj pared, reloj romano, reloj silicona, relojes resina";"Molde Silicona Reloj Romano | Resina Epoxi | Advance Coat";"? Molde Silicona Reloj Romano de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
